,V1,Covid_infect_unvac,Covid_infect_vac,Covid_infect,Covid_propInfect_unvac,Covid_propInfect_vac,Covid_propInfect,Covid_cumInfect_unvac,Covid_cumInfect_vac,Covid_symptInfect_unvac,Covid_symptInfect_vac,Covid_symptInfect,Covid_propSymptInfect_unvac,Covid_propSymptInfect_vac,Covid_propSymptInfect,NonCovid_symptInfect_unvac,NonCovid_symptInfect_vac,NonCovid_symptInfect,NonCovid_propSymptInfect_unvac,NonCovid_propSymptInfect_vac,NonCovid_propSymptInfect,CoInfect_unvac,CoInfect_vac,Sympt_coInfect_unvac,Sympt_coInfect_vac,NeverInfect_unvac,NeverInfect_vac,Covid_cumSymptInfect_unvac,Covid_cumSymptInfect_vac,Covid_cumSymptInfect,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac,Covid_cumPropSymptInfect,NonCovid_cumSymptInfect_covidSusc_unvac,NonCovid_cumSymptInfect_covidSusc_vac,NonCovid_cumSymptInfect_unvac,NonCovid_cumSymptInfect_vac,NonCovid_cumSymptInfect,NonCovid_cumPropSymptInfect_unvac,NonCovid_cumPropSymptInfect_vac,NonCovid_cumPropSymptInfect,Covid_cumSymptExpInfect_tested_unvac,Covid_cumSymptExpInfect_tested_vac,Covid_cumSymptExpInfect_tested,Covid_cumPropSymptExpInfect_tested_unvac,Covid_cumPropSymptExpInfect_tested_vac,Covid_cumPropSymptExpInfect_tested,NonCovid_cumSymptInfect_tested_unvac,NonCovid_cumSymptInfect_tested_vac,NonCovid_cumSymptInfect_tested,NonCovid_cumPropSymptInfect_tested_unvac,NonCovid_cumPropSymptInfect_tested_vac,NonCovid_cumPropSymptInfect_tested,EverTested_unvac,EverTested_vac,CumNum_falsePos_unvac,CumNum_falsePos_vac,CumProp_falsePos_unvac,CumProp_falsePos_vac,CumNum_falseNeg_unvac,CumNum_falseNeg_vac,CumProp_falseNeg_unvac,CumProp_falseNeg_vac,CumNum_misclass_unvac,CumNum_misclass_vac,CumProp_misclass_unvac,CumProp_misclass_vac,VE_symptRR,VE_symptOR,VE_symptSuscOR,VE_symptRR_observed,VE_symptOR_observed,Label_veSusc,Label_veInfect,Label_veJoint,t,TestedStarted_bin,Label_testingDiff,VE_symptRR_degUnder_highChange_trueVeff,VE_symptOR_degUnder_highChange_trueVeff,VE_symptRR_degUnder_highChange_targEst,VE_symptOR_degUnder_highChange_targEst,VE_symptRR_degUnder_peak_trueVeff,VE_symptOR_degUnder_peak_trueVeff,VE_symptRR_degUnder_peak_targEst,VE_symptOR_degUnder_peak_targEst,Covid_cumPropSymptInfect_highChange,Covid_cumPropSymptInfect_peak,Covid_cumPropSymptInfect_final,t_highChange,t_peak,t_end,VE_susc,VE_infect,Covid_probTrans,NonCovid_propSympt,Epi_simNum,Seed_num,Avg_numContacts
47165,53,10018,27365,37383,0.40072,0.364866667,0.37383,12358,33364,3728,10554,14282,0.14912,0.14072,0.14282,2480,7520,10000,0.0992,0.100266667,0.1,1010,2755,367,1052,6734,22181,5249,14462,19711,0.20996,0.192826667,0.19711,5907,19446,9251,28370,37621,0.37004,0.378266667,0.37621,2271,6267,8538,0.09084,0.08356,0.08538,5061,15736,20797,0.20244,0.209813333,0.20797,7332,22003,295,739,0.040234588,0.033586329,18,49,0.002454992,0.002226969,313,788,0.04268958,0.035813298,0.081602845,0.101576445,0.163071275,0.080140907,0.112466916,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,0.019859093,-0.012466916,0.001461938,-0.010890471,0.023701646,-0.029716468,0.013658761,0.01634176,0.19711,0.37402,0.57554,52,59,130,0.1,0.2,0.1,0.1,12,805147434,6.00514
47616,51,9103,24555,33658,0.36412,0.3274,0.33658,10987,29499,3427,9191,12618,0.13708,0.122546667,0.12618,2522,7478,10000,0.10088,0.099706667,0.1,944,2444,348,906,7560,24622,4693,12416,17109,0.18772,0.165546667,0.17109,6451,20871,9349,28695,38044,0.37396,0.3826,0.38044,2011,5375,7386,0.08044,0.071666667,0.07386,5152,15714,20866,0.20608,0.20952,0.20866,7163,21089,243,673,0.033924333,0.031912371,24,33,0.003350551,0.001564797,267,706,0.037274885,0.033477168,0.118119185,0.138034109,0.182260581,0.109066799,0.123694569,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,-0.009066799,-0.023694569,0.009052385,0.014339541,-0.043903608,-0.09479504,-0.023632091,-0.014469725,0.17109,0.36814,0.57521,50,58,1234,0.1,0.2,0.1,0.1,13,882090573,6.00506
48072,54,10172,27348,37520,0.40688,0.36464,0.3752,12468,33488,3917,10515,14432,0.15668,0.1402,0.14432,2468,7532,10000,0.09872,0.100426667,0.1,1010,2780,405,1074,6547,21781,5384,14485,19869,0.21536,0.193133333,0.19869,5983,19723,9363,28835,38198,0.37452,0.384466667,0.38198,2312,6223,8535,0.09248,0.082973333,0.08535,5176,15918,21094,0.20704,0.21224,0.21094,7488,22141,238,764,0.031784188,0.03450612,19,46,0.002537393,0.002077594,257,810,0.034321581,0.036583713,0.103207033,0.126408266,0.183869748,0.102797001,0.124778982,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,equal,-0.002797001,-0.024778982,0.000410032,0.001629284,0.00265239,-0.043072849,0.008000001,0.022843921,0.19869,0.37499,0.5722,53,60,1234,0.1,0.2,0.1,0.1,14,575971767,6.0047
48523,52,10095,27215,37310,0.4038,0.362866667,0.3731,12422,33232,3949,10403,14352,0.15796,0.138706667,0.14352,2461,7539,10000,0.09844,0.10052,0.1,1030,2777,384,1078,6735,22308,5483,14366,19849,0.21932,0.191546667,0.19849,5840,19453,9108,28104,37212,0.36432,0.37472,0.37212,2417,6250,8667,0.09668,0.083333333,0.08667,4995,15465,20460,0.1998,0.2062,0.2046,7412,21715,307,754,0.04141932,0.034722542,34,38,0.004587156,0.001749942,341,792,0.046006476,0.036472484,0.126633838,0.150873292,0.213418231,0.138049924,0.164802982,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.038049924,-0.064802982,-0.011416086,-0.01392969,-0.02179088,-0.080256098,-0.019669127,-0.02182868,0.19849,0.37254,0.57285,51,58,121,0.1,0.2,0.1,0.1,15,625265918,6.00564
48972,48,9708,26232,35940,0.38832,0.34976,0.3594,11667,31664,3669,9965,13634,0.14676,0.132866667,0.13634,2585,7415,10000,0.1034,0.098866667,0.1,1017,2617,379,973,7496,24192,4945,13538,18483,0.1978,0.180506667,0.18483,5835,19136,8804,27131,35935,0.35216,0.361746667,0.35935,2114,5902,8016,0.08456,0.078693333,0.08016,4776,14638,19414,0.19104,0.195173333,0.19414,6890,20540,263,742,0.038171263,0.036124635,17,63,0.002467344,0.003067186,280,805,0.040638607,0.039191821,0.087428379,0.111612485,0.165208705,0.069378745,0.089087215,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,47,TRUE,equal,0.030621255,0.010912785,0.018049634,0.02252527,-0.001645551,-0.056336653,-0.008446732,0.000174948,0.18483,0.3614,0.57392,47,54,1234,0.1,0.2,0.1,0.1,16,199500310,6.00528
49429,52,9001,24541,33542,0.36004,0.327213333,0.33542,10929,29595,3371,9151,12522,0.13484,0.122013333,0.12522,2526,7474,10000,0.10104,0.099653333,0.1,943,2414,365,863,7590,24250,4646,12481,17127,0.18584,0.166413333,0.17127,6478,21148,9381,29082,38463,0.37524,0.38776,0.38463,1973,5371,7344,0.07892,0.071613333,0.07344,5275,16057,21332,0.211,0.214093333,0.21332,7248,21428,250,648,0.034492274,0.030240806,23,44,0.003173289,0.002053388,273,692,0.037665563,0.032294195,0.104534366,0.133447173,0.177109934,0.092583207,0.105694043,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,0.007416793,-0.005694043,0.01195116,0.02775313,0.024388816,-0.015941954,0.016983288,0.033192592,0.17127,0.36675,0.57383,51,59,1234,0.1,0.2,0.1,0.1,17,472322198,6.00514
49883,53,9829,26741,36570,0.39316,0.356546667,0.3657,11992,32591,3781,10032,13813,0.15124,0.13376,0.13813,2568,7432,10000,0.10272,0.099093333,0.1,1018,2676,394,978,6811,22434,5226,13839,19065,0.20904,0.18452,0.19065,6193,19969,9450,28700,38150,0.378,0.382666667,0.3815,2252,6002,8254,0.09008,0.080026667,0.08254,5240,15663,20903,0.2096,0.20884,0.20903,7492,21665,249,726,0.033235451,0.03351027,27,46,0.003603844,0.00212324,276,772,0.036839295,0.03563351,0.117298125,0.128062782,0.178741142,0.1116045,0.108371496,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,-0.0116045,-0.008371496,0.005693625,0.019691286,-0.015025467,-0.046974006,-0.009786989,0.008717411,0.19065,0.36666,0.57245,52,59,1234,0.1,0.2,0.1,0.1,18,814335091,6.00528
50333,50,8920,24433,33353,0.3568,0.325773333,0.33353,10720,29478,3278,9047,12325,0.13112,0.120626667,0.12325,2499,7501,10000,0.09996,0.100013333,0.1,904,2383,362,907,7724,24922,4434,12319,16753,0.17736,0.164253333,0.16753,6554,20592,9356,28288,37644,0.37424,0.377173333,0.37644,1881,5311,7192,0.07524,0.070813333,0.07192,5202,15262,20464,0.20808,0.203493333,0.20464,7083,20573,225,675,0.031766201,0.032809994,9,52,0.001270648,0.002527585,234,727,0.033036849,0.035337578,0.073898662,0.08110109,0.115724334,0.058833954,0.037620409,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.041166046,0.062379591,0.015064708,0.043480681,0.033843959,0.034712216,0.018420043,0.055450858,0.16753,0.36174,0.57067,49,57,1234,0.1,0.2,0.1,0.1,19,523335579,6.00434
50786,50,9023,24931,33954,0.36092,0.332413333,0.33954,10958,30057,3355,9220,12575,0.1342,0.122933333,0.12575,2560,7440,10000,0.1024,0.0992,0.1,904,2450,313,938,7632,24569,4623,12589,17212,0.18492,0.167853333,0.17212,6408,20366,9344,28267,37611,0.37376,0.376893333,0.37611,1964,5400,7364,0.07856,0.072,0.07364,5070,15322,20392,0.2028,0.204293333,0.20392,7034,20722,259,693,0.036821154,0.033442718,28,49,0.003980665,0.002364637,287,742,0.04080182,0.035807355,0.092292162,0.099838465,0.143190834,0.083503055,0.090202419,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.016496945,0.009797581,0.008789107,0.009636046,0.022708469,-0.006534837,0.013198036,0.029978515,0.17212,0.37166,0.57417,49,57,130,0.1,0.2,0.1,0.1,2,887022640,6.00578
51244,55,10418,27861,38279,0.41672,0.37148,0.38279,12829,34338,3998,10819,14817,0.15992,0.144253333,0.14817,2524,7476,10000,0.10096,0.09968,0.1,1025,2754,390,1068,6352,20914,5562,15007,20569,0.22248,0.200093333,0.20569,5816,19741,9283,29004,38287,0.37132,0.38672,0.38287,2502,6562,9064,0.10008,0.087493333,0.09064,5072,16199,21271,0.20288,0.215986667,0.21271,7574,22761,298,804,0.039345128,0.03532358,23,53,0.003036705,0.002328544,321,857,0.042381833,0.037652124,0.100623277,0.136438341,0.205089658,0.125766054,0.178816981,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,54,TRUE,equal,-0.025766054,-0.078816981,-0.025142777,-0.04237864,-0.019293277,-0.099552962,0.000356714,0.002244441,0.20569,0.38282,0.57282,54,61,131,0.1,0.2,0.1,0.1,20,993116101,6.00478
51696,54,10491,28340,38831,0.41964,0.377866667,0.38831,12930,34946,3991,11155,15146,0.15964,0.148733333,0.15146,2440,7560,10000,0.0976,0.1008,0.1,1009,2878,370,1147,6364,20827,5582,15410,20992,0.22328,0.205466667,0.20992,5703,19220,9149,28390,37539,0.36596,0.378533333,0.37539,2353,6792,9145,0.09412,0.09056,0.09145,5052,15544,20596,0.20208,0.207253333,0.20596,7405,22336,254,822,0.034301148,0.036801576,24,51,0.003241053,0.002283309,278,873,0.037542201,0.039084885,0.079780246,0.110346193,0.180851209,0.037824054,0.061841313,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,equal,0.062175946,0.038158687,0.041956192,0.04850488,0.027299814,-0.007557192,0.02269928,0.047246693,0.20992,0.36165,0.57276,53,59,125,0.1,0.2,0.1,0.1,21,104291540,6.00496
52146,51,8594,23368,31962,0.34376,0.311573333,0.31962,10330,27933,3184,8606,11790,0.12736,0.114746667,0.1179,2470,7530,10000,0.0988,0.1004,0.1,854,2346,315,869,7850,25469,4309,11590,15899,0.17236,0.154533333,0.15899,6817,21591,9568,29051,38619,0.38272,0.387346667,0.38619,1825,4924,6749,0.073,0.065653333,0.06749,5190,15713,20903,0.2076,0.209506667,0.20903,7015,20637,227,602,0.03235923,0.029170907,16,34,0.002280827,0.001647526,243,636,0.034640057,0.030818433,0.103426936,0.114136063,0.150765794,0.100639269,0.108824122,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,-0.000639269,-0.008824122,0.002787666,0.005311941,0.016970526,-0.012983803,0.013460831,0.026290173,0.15899,0.35276,0.57196,50,58,126,0.1,0.2,0.1,0.1,22,162437981,6.00482
52601,53,9268,24981,34249,0.37072,0.33308,0.34249,11222,30193,3415,9432,12847,0.1366,0.12576,0.12847,2519,7481,10000,0.10076,0.099746667,0.1,950,2519,329,935,7282,23846,4718,12819,17537,0.18872,0.17092,0.17537,6491,20956,9616,29284,38900,0.38464,0.390453333,0.389,2072,5558,7630,0.08288,0.074106667,0.0763,5229,16104,21333,0.20916,0.21472,0.21333,7301,21662,276,657,0.037803041,0.030329609,24,38,0.003287221,0.001754224,300,695,0.041090262,0.032083833,0.094319627,0.107804009,0.158412202,0.105855856,0.129008992,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,-0.005855856,-0.029008992,-0.011536229,-0.021204983,-0.018002081,-0.07635065,-0.010673616,-0.001635118,0.17537,0.37273,0.57392,52,60,121,0.1,0.2,0.1,0.1,23,943794343,6.00504
53051,50,10145,27447,37592,0.4058,0.36596,0.37592,12345,33759,4020,10595,14615,0.1608,0.141266667,0.14615,2548,7452,10000,0.10192,0.09936,0.1,1033,2667,409,1029,6914,22569,5458,14709,20167,0.21832,0.19612,0.20167,5737,18666,8794,27313,36107,0.35176,0.364173333,0.36107,2354,6504,8858,0.09416,0.08672,0.08858,4827,14856,19683,0.19308,0.19808,0.19683,7181,21360,270,780,0.03759922,0.036516854,15,56,0.002088846,0.002621723,285,836,0.039688066,0.039138577,0.101685599,0.132305842,0.171708499,0.079014444,0.102262261,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,0.020985556,-0.002262261,0.022671156,0.030043581,0.01382934,-0.030938661,0.004344729,0.013256454,0.20167,0.37594,0.57225,49,56,135,0.1,0.2,0.1,0.1,24,63370609,6.00528
53508,54,10287,27544,37831,0.41148,0.367253333,0.37831,12610,33912,4041,10639,14680,0.16164,0.141853333,0.1468,2543,7457,10000,0.10172,0.099426667,0.1,1059,2724,419,1041,6390,21549,5542,14786,20328,0.22168,0.197146667,0.20328,6000,19529,9347,28645,37992,0.37388,0.381933333,0.37992,2356,6352,8708,0.09424,0.084693333,0.08708,5220,15822,21042,0.2088,0.21096,0.21042,7576,22174,301,788,0.039730729,0.035537116,22,71,0.002903907,0.003201948,323,859,0.042634636,0.038739064,0.110670035,0.129422184,0.180299075,0.101301641,0.110503331,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,equal,-0.001301641,-0.010503331,0.009368394,0.018918853,0.020208642,-0.003475322,0.019153748,0.048729561,0.20328,0.37913,0.57345,53,60,137,0.1,0.2,0.1,0.1,25,421514153,6.00464
53957,50,10036,27351,37387,0.40144,0.36468,0.37387,12296,33589,3957,10589,14546,0.15828,0.141186667,0.14546,2458,7542,10000,0.09832,0.10056,0.1,943,2665,386,1037,6979,22505,5472,14672,20144,0.21888,0.195626667,0.20144,5723,18898,8816,27492,36308,0.35264,0.36656,0.36308,2400,6208,8608,0.096,0.082773333,0.08608,4788,15115,19903,0.19152,0.201533333,0.19903,7188,21323,254,751,0.035336672,0.035220185,22,70,0.003060657,0.00328284,276,821,0.038397329,0.038503025,0.106237817,0.140178153,0.188009158,0.137777778,0.180617929,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,49,TRUE,equal,-0.037777778,-0.080617929,-0.031539961,-0.040439776,0.007939839,-0.055246272,0.006895615,0.005260113,0.20144,0.37709,0.57429,49,56,121,0.1,0.2,0.1,0.1,26,581927772,6.00492
54408,48,9643,26112,35755,0.38572,0.34816,0.35755,11778,31848,3682,9966,13648,0.14728,0.13288,0.13648,2521,7479,10000,0.10084,0.09972,0.1,974,2623,377,1028,7437,24149,5051,13685,18736,0.20204,0.182466667,0.18736,5784,18994,8770,27009,35779,0.3508,0.36012,0.35779,2209,5979,8188,0.08836,0.07972,0.08188,4790,14626,19416,0.1916,0.195013333,0.19416,6999,20605,269,746,0.038434062,0.036204805,27,53,0.003857694,0.002572191,296,799,0.042291756,0.038776996,0.096878506,0.120251527,0.174951871,0.097781802,0.113573396,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,47,TRUE,equal,0.002218198,-0.013573396,-0.000903296,0.006678131,-0.005808435,-0.054612909,-0.005192814,0.008678401,0.18736,0.38446,0.57308,47,55,1234,0.1,0.2,0.1,0.1,27,222968233,6.00512
54865,52,9618,26213,35831,0.38472,0.349506667,0.35831,11744,31875,3645,9821,13466,0.1458,0.130946667,0.13466,2507,7493,10000,0.10028,0.099906667,0.1,952,2605,363,932,7067,23027,4993,13515,18508,0.19972,0.1802,0.18508,6187,20090,9328,28714,38042,0.37312,0.382853333,0.38042,2097,5980,8077,0.08388,0.079733333,0.08077,5114,15720,20834,0.20456,0.2096,0.20834,7211,21700,260,798,0.036056026,0.036774194,15,51,0.002080155,0.00235023,275,849,0.038136181,0.039124424,0.097736832,0.120675193,0.16640584,0.049435702,0.072292782,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,0.050564298,0.027707218,0.04830113,0.048382411,0.020826804,-0.024934495,0.017381126,0.025382822,0.18508,0.36109,0.57236,51,58,124,0.1,0.2,0.1,0.1,28,858316394,6.00506
55319,53,9453,25866,35319,0.37812,0.34488,0.35319,11605,31337,3636,9690,13326,0.14544,0.1292,0.13326,2513,7487,10000,0.10052,0.099826667,0.1,935,2592,361,967,7077,23224,5039,13247,18286,0.20156,0.176626667,0.18286,6315,20432,9444,28978,38422,0.37776,0.386373333,0.38422,2243,5727,7970,0.08972,0.07636,0.0797,5148,15865,21013,0.20592,0.211533333,0.21013,7391,21592,255,701,0.034501421,0.032465728,19,52,0.002570694,0.002408299,274,753,0.037072115,0.034874027,0.123701793,0.14323691,0.187477019,0.148907713,0.171492639,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,-0.048907713,-0.071492639,-0.02520592,-0.028255729,-0.028522886,-0.079682842,-0.030658176,-0.033073184,0.18286,0.37898,0.57231,52,60,1234,0.1,0.2,0.1,0.1,29,712726401,6.00464
55770,51,9347,25334,34681,0.37388,0.337786667,0.34681,11308,30541,3516,9590,13106,0.14064,0.127866667,0.13106,2474,7526,10000,0.09896,0.100346667,0.1,918,2556,331,991,7366,24057,4826,12992,17818,0.19304,0.173226667,0.17818,6323,20395,9335,28407,37742,0.3734,0.37876,0.37742,2117,5667,7784,0.08468,0.07556,0.07784,5070,15460,20530,0.2028,0.206133333,0.2053,7187,21127,281,694,0.039098372,0.032848961,16,44,0.002226242,0.002082643,297,738,0.041324614,0.034931604,0.102638486,0.115337445,0.165381193,0.107699575,0.122128754,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,-0.007699575,-0.022128754,-0.005061089,-0.006791309,0.004801612,-0.031174211,-0.003975167,0.005331439,0.17818,0.37744,0.57575,50,58,1234,0.1,0.2,0.1,0.1,3,75151744,6.00558
56223,51,9538,25440,34978,0.38152,0.3392,0.34978,11539,30869,3550,9629,13179,0.142,0.128386667,0.13179,2584,7416,10000,0.10336,0.09888,0.1,998,2490,394,957,7242,23936,4842,13195,18037,0.19368,0.175933333,0.18037,6216,20188,9313,28228,37541,0.37252,0.376373333,0.37541,2184,5618,7802,0.08736,0.074906667,0.07802,4987,15278,20265,0.19948,0.203706667,0.20265,7171,20896,274,638,0.038209455,0.030532159,23,48,0.003207363,0.00229709,297,686,0.041416818,0.03282925,0.091628804,0.100928764,0.160922029,0.142551893,0.160342903,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,-0.042551893,-0.060342903,-0.050923089,-0.059414139,-0.009899904,-0.053817416,-0.015031638,-0.007246859,0.18037,0.37793,0.57151,50,58,1234,0.1,0.2,0.1,0.1,30,444683412,6.00516
56674,49,9140,24624,33764,0.3656,0.32832,0.33764,10946,29648,3438,9137,12575,0.13752,0.121826667,0.12575,2509,7491,10000,0.10036,0.09988,0.1,903,2424,345,922,7755,25037,4637,12414,17051,0.18548,0.16552,0.17051,6295,20309,9115,27999,37114,0.3646,0.37332,0.37114,2035,5423,7458,0.0814,0.072306667,0.07458,4924,15106,20030,0.19696,0.201413333,0.2003,6959,20529,271,661,0.038942377,0.032198354,15,55,0.002155482,0.002679137,286,716,0.041097859,0.03487749,0.107612681,0.128457043,0.170183932,0.111711712,0.131352139,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,equal,-0.011711712,-0.031352139,-0.004099031,-0.002895095,-0.014182021,-0.073871365,-0.014931837,-0.025849746,0.17051,0.36867,0.57324,48,56,1234,0.1,0.2,0.1,0.1,31,804580654,6.00534
57127,49,8723,23609,32332,0.34892,0.314786667,0.32332,10562,28381,3229,8701,11930,0.12916,0.116013333,0.1193,2517,7483,10000,0.10068,0.099773333,0.1,879,2330,307,823,8054,25687,4392,11765,16157,0.17568,0.156866667,0.16157,6380,20926,9144,28312,37456,0.36576,0.377493333,0.37456,1868,5011,6879,0.07472,0.066813333,0.06879,4947,15233,20180,0.19788,0.203106667,0.2018,6815,20244,248,613,0.036390315,0.030280577,16,44,0.002347762,0.002173484,264,657,0.038738078,0.03245406,0.107088646,0.134842319,0.183297175,0.105817273,0.128827818,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,48,TRUE,equal,-0.005817273,-0.028827818,0.001271373,0.006014501,0.004455514,-0.047535185,0.006115198,0.01953081,0.16157,0.37922,0.57165,48,57,1234,0.1,0.2,0.1,0.1,32,335412184,6.0046
57583,52,8942,24194,33136,0.35768,0.322586667,0.33136,10740,29168,3324,8995,12319,0.13296,0.119933333,0.12319,2494,7506,10000,0.09976,0.10008,0.1,846,2399,313,898,7632,24523,4505,12161,16666,0.1802,0.162146667,0.16666,6626,21301,9515,29271,38786,0.3806,0.39028,0.38786,1986,5300,7286,0.07944,0.070666667,0.07286,5116,15949,21065,0.20464,0.212653333,0.21065,7102,21249,261,684,0.036750211,0.03218975,16,36,0.002252887,0.001694197,277,720,0.039003098,0.033883947,0.10018498,0.122502827,0.16029656,0.110439745,0.1439607,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,51,TRUE,equal,-0.010439745,-0.0439607,-0.010254765,-0.021457873,-0.017688965,-0.080706878,-0.010543693,-0.010766716,0.16666,0.36278,0.57233,51,59,1234,0.1,0.2,0.1,0.1,33,742888681,6.00506
58038,54,10058,27506,37564,0.40232,0.366746667,0.37564,12303,33521,3755,10508,14263,0.1502,0.140106667,0.14263,2444,7556,10000,0.09776,0.100746667,0.1,979,2779,345,1036,6685,21633,5216,14382,19598,0.20864,0.19176,0.19598,6009,19839,9342,28890,38232,0.37368,0.3852,0.38232,2282,6220,8502,0.09128,0.082933333,0.08502,5182,15940,21122,0.20728,0.212533333,0.21122,7464,22160,302,757,0.040460879,0.03416065,23,50,0.003081458,0.002256318,325,807,0.043542337,0.036416968,0.080904908,0.108391864,0.164850687,0.091440257,0.113897756,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,53,TRUE,equal,0.008559743,-0.013897756,-0.010535349,-0.005505892,0.02606325,-0.018620832,0.008654042,0.017303805,0.19598,0.37057,0.56972,53,60,1234,0.1,0.2,0.1,0.1,34,142923673,6.0051
58490,53,9639,26295,35934,0.38556,0.3506,0.35934,11659,31745,3726,9970,13696,0.14904,0.132933333,0.13696,2458,7542,10000,0.09832,0.10056,0.1,948,2565,363,972,7127,22799,5036,13487,18523,0.20144,0.179826667,0.18523,6212,20448,9334,29072,38406,0.37336,0.387626667,0.38406,2123,5847,7970,0.08492,0.07796,0.0797,5177,16031,21208,0.20708,0.213746667,0.21208,7300,21878,240,701,0.032876712,0.03204132,20,39,0.002739726,0.001782613,260,740,0.035616438,0.033823933,0.107294149,0.140150342,0.186401299,0.081959491,0.11059278,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,0.018040509,-0.01059278,0.025334658,0.029557562,0.0145868,-0.035675644,0.008309597,0.021940746,0.18523,0.38449,0.57116,52,60,127,0.1,0.2,0.1,0.1,35,550634549,6.00472
58941,51,10452,28502,38954,0.41808,0.380026667,0.38954,12927,35228,4104,11212,15316,0.16416,0.149493333,0.15316,2427,7573,10000,0.09708,0.100973333,0.1,979,2792,397,1094,6504,21590,5710,15626,21336,0.2284,0.208346667,0.21336,5568,18173,8849,27019,35868,0.35396,0.360253333,0.35868,2498,6893,9391,0.09992,0.091906667,0.09391,4847,15000,19847,0.19388,0.2,0.19847,7345,21893,271,810,0.036895848,0.036998127,30,57,0.004084411,0.002603572,301,867,0.040980259,0.039601699,0.087799183,0.103734591,0.16153621,0.080197491,0.108343448,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,50,TRUE,equal,0.019802509,-0.008343448,0.007601691,-0.004608857,0.007342911,-0.033570718,0.005278255,0.008729084,0.21336,0.3638,0.57345,50,56,1234,0.1,0.2,0.1,0.1,36,52751121,6.00546
59396,53,9690,25988,35678,0.3876,0.346506667,0.35678,11783,31675,3664,9965,13629,0.14656,0.132866667,0.13629,2508,7492,10000,0.10032,0.099893333,0.1,998,2528,369,950,7008,22914,5040,13647,18687,0.2016,0.18196,0.18687,6206,20404,9376,28942,38318,0.37504,0.385893333,0.38318,2231,5988,8219,0.08924,0.07984,0.08219,5070,15879,20949,0.2028,0.21172,0.20949,7301,21867,276,772,0.037803041,0.03530434,15,45,0.002054513,0.002057895,291,817,0.039857554,0.037362235,0.097420635,0.122805874,0.176425082,0.105333931,0.143027211,VE Susc.= 0.1,VE Infect.= 0.2,VE Susc.= 0.1 VE Infect.= 0.2,52,TRUE,equal,-0.005333931,-0.043027211,-0.007913296,-0.020221337,0.006929249,-0.039017332,0.010830211,0.018422438,0.18687,0.36149,0.57639,52,59,1234,0.1,0.2,0.1,0.1,37,940187858,6.00526
